?x1,?x2
---------------------------------------
Q3225565,Q3365000
Q2213596,Q3365000
Q2743935,Q3365000
Q2337378,Q3365000
Q1951926,Q3365000
Q2739994,Q3365000
Q3040340,Q3365000
Q3103587,Q3365000
Q2124702,Q3365000
Q3151417,Q3365000
Q2174840,Q3365000
Q2355695,Q3365000
Q2827241,Q3365000
Q1685694,Q3365000
Q2072970,Q3365000
Q2161668,Q3365000
Q2826887,Q3365000
Q2587524,Q3365000
Q1789823,Q3365000
Q3147492,Q3365000
Q3181042,Q3365000
Q3242428,Q3365000
Q1994903,Q3365000
Q2010570,Q3365000
Q2230110,Q3365000
Q3231631,Q3365000
Q2180644,Q3365000
Q2578926,Q3365000
Q3246464,Q3365000
Q1715757,Q3365000
Q3154331,Q3365000
Q1626035,Q3365000
Q2320526,Q3365000
Q2948672,Q3365000
Q1668550,Q3365000
Q2862117,Q3365000
Q2759853,Q3365000
Q2578142,Q3365000
Q3107614,Q3365000
Q2670911,Q3365000
Q1658386,Q3365000
Q1696961,Q3365000
Q2102537,Q3365000
Q2255629,Q3365000
Q2463865,Q3365000
Q2697868,Q3365000
Q2782715,Q3365000
Q2895243,Q3365000
Q1818317,Q3365000
Q2062310,Q3365000
Q1630043,Q3365000
Q1879321,Q3365000
Q2138728,Q3365000
Q3244277,Q3365000
Q2749420,Q3365000
Q2825888,Q3365000
Q1822526,Q3365000
Q2761367,Q3365000
Q3118369,Q3365000
Q2957693,Q3365000
Q2659731,Q3365000
Q1670106,Q3365000
Q1954228,Q3365000
Q2651325,Q3365000
Q1988886,Q3365000
Q1831866,Q3365000
Q2133055,Q3365000
Q2239809,Q3365000
Q1999997,Q3365000
Q2100243,Q3365000
Q1578589,Q3365000
Q1939940,Q3365000
Q2399821,Q3365000
Q2429990,Q3365000
Q2518633,Q3365000
Q3153434,Q3365000
Q2780916,Q3365000
Q1589638,Q3365000
Q2300868,Q3365000
Q2454834,Q3365000
Q1603886,Q3365000
Q2604190,Q3365000
Q2610410,Q3365000
Q2150482,Q3365000
Q2492945,Q3365000
Q2302938,Q3365000
Q2890847,Q3365000
Q3252288,Q3365000
Q2015012,Q3365000
Q3170313,Q3365000
Q2533442,Q3365000
Q2277228,Q3365000
Q2713198,Q3365000
Q2035713,Q3365000
Q2418567,Q3365000
Q3316007,Q3365000
Q2353177,Q3365000
Q2893504,Q3365000
Q2884867,Q3365000
Q2010390,Q3365000
Q2407586,Q3365000
Q2769298,Q3365000
Q2900976,Q3365000
Q3328204,Q3365000
Q1632728,Q3365000
Q1916216,Q3365000
Q3076237,Q3365000
Q1605094,Q3365000
Q1903827,Q3365000
Q2293074,Q3365000
Q1955916,Q3365000
Q2364120,Q3365000
Q2440397,Q3365000
Q1793126,Q3365000
Q2106334,Q3365000
Q2171410,Q3365000
Q2526373,Q3365000
Q3002101,Q3365000
Q2747189,Q3365000
Q3141206,Q3365000
Q2539217,Q3365000
Q2954445,Q3365000
Q1787291,Q3365000
Q2746143,Q3365000
Q2063195,Q3365000
Q2911324,Q3365000
Q3337832,Q3365000
Q2147515,Q3365000
Q1652723,Q3365000
Q1981760,Q3365000
Q2114303,Q3365000
Q2453712,Q3365000
Q1562339,Q3365000
Q1943746,Q3365000
Q2289506,Q3365000
Q2876803,Q3365000
Q2236332,Q3365000
Q2473381,Q3365000
Q1906510,Q3365000
Q3066206,Q3365000
Q2955209,Q3365000
