?x0,?x2
---------------------------------------
Q3365000,Q3365000
Q3427849,Q3365000
Q3711355,Q3365000
Q3752879,Q3365000
Q3365012,Q3365000
Q3365068,Q3365000
Q3365084,Q3365000
Q3365201,Q3365000
Q3365223,Q3365000
Q3365407,Q3365000
Q3365424,Q3365000
Q3365458,Q3365000
Q3365472,Q3365000
Q3365551,Q3365000
Q3365562,Q3365000
Q3365613,Q3365000
Q3365619,Q3365000
Q3365639,Q3365000
Q3365685,Q3365000
Q3365710,Q3365000
Q3365728,Q3365000
Q3365847,Q3365000
Q3365911,Q3365000
Q3365976,Q3365000
Q3366006,Q3365000
Q3366080,Q3365000
Q3366463,Q3365000
Q3366725,Q3365000
Q3366739,Q3365000
Q3366759,Q3365000
Q3366810,Q3365000
Q3366942,Q3365000
Q3366998,Q3365000
Q3367107,Q3365000
Q3367139,Q3365000
Q3367145,Q3365000
Q3367146,Q3365000
Q3367186,Q3365000
Q3367200,Q3365000
Q3367209,Q3365000
Q3367285,Q3365000
Q3367337,Q3365000
Q3367344,Q3365000
Q3367357,Q3365000
Q3367380,Q3365000
Q3367388,Q3365000
Q3367406,Q3365000
Q3367483,Q3365000
Q3367550,Q3365000
Q3367624,Q3365000
Q3367730,Q3365000
Q3367737,Q3365000
Q3367801,Q3365000
Q3367867,Q3365000
Q3367909,Q3365000
Q3367925,Q3365000
Q3368007,Q3365000
Q3368140,Q3365000
Q3368174,Q3365000
Q3368188,Q3365000
Q3368356,Q3365000
Q3368395,Q3365000
Q3368507,Q3365000
Q3368514,Q3365000
Q3368610,Q3365000
Q3368611,Q3365000
Q3368643,Q3365000
Q3368659,Q3365000
Q3368672,Q3365000
Q3368740,Q3365000
Q3368742,Q3365000
Q3368776,Q3365000
Q3368782,Q3365000
Q3368820,Q3365000
Q3368981,Q3365000
Q3369020,Q3365000
Q3369065,Q3365000
Q3369175,Q3365000
Q3369183,Q3365000
Q3369211,Q3365000
Q3369239,Q3365000
Q3369294,Q3365000
Q3369298,Q3365000
Q3369403,Q3365000
Q3369467,Q3365000
Q3369562,Q3365000
Q3369736,Q3365000
Q3369764,Q3365000
Q3369862,Q3365000
Q3370304,Q3365000
Q3370346,Q3365000
Q3370392,Q3365000
Q3370531,Q3365000
Q3370571,Q3365000
Q3370645,Q3365000
Q3370648,Q3365000
Q3370694,Q3365000
Q3370697,Q3365000
Q3370729,Q3365000
Q3370759,Q3365000
Q3370766,Q3365000
Q3370881,Q3365000
Q3370955,Q3365000
Q3371022,Q3365000
Q3371190,Q3365000
Q3371237,Q3365000
Q3371254,Q3365000
Q3371275,Q3365000
Q3371342,Q3365000
Q3371495,Q3365000
Q3371538,Q3365000
Q3371559,Q3365000
Q3371762,Q3365000
Q3371782,Q3365000
Q3371832,Q3365000
Q3371928,Q3365000
Q3371940,Q3365000
Q3371949,Q3365000
Q3372014,Q3365000
Q3372044,Q3365000
Q3372098,Q3365000
Q3372138,Q3365000
Q3372178,Q3365000
Q3372265,Q3365000
Q3372396,Q3365000
Q3372438,Q3365000
Q3372519,Q3365000
Q3372568,Q3365000
Q3372626,Q3365000
Q3372665,Q3365000
Q3372753,Q3365000
Q3372804,Q3365000
Q3372947,Q3365000
Q3373107,Q3365000
Q3373189,Q3365000
Q3373359,Q3365000
Q3373396,Q3365000
Q3373453,Q3365000
Q3373505,Q3365000
Q3373512,Q3365000
Q3373634,Q3365000
Q3373803,Q3365000
Q3373805,Q3365000
Q3373915,Q3365000
Q3373921,Q3365000
Q3373966,Q3365000
Q3374020,Q3365000
Q3374065,Q3365000
Q3374068,Q3365000
Q3374211,Q3365000
Q3374266,Q3365000
Q3374386,Q3365000
Q3374388,Q3365000
Q3374424,Q3365000
Q3374772,Q3365000
Q3374779,Q3365000
Q3374922,Q3365000
Q3374940,Q3365000
Q3375004,Q3365000
Q3375070,Q3365000
Q3375072,Q3365000
Q3375130,Q3365000
Q3375496,Q3365000
Q3375616,Q3365000
Q3375659,Q3365000
Q3375668,Q3365000
Q3375731,Q3365000
Q3375760,Q3365000
Q3375825,Q3365000
Q3375827,Q3365000
Q3375949,Q3365000
Q3375989,Q3365000
Q3376010,Q3365000
Q3376095,Q3365000
Q3376118,Q3365000
Q3376269,Q3365000
Q3376274,Q3365000
Q3376291,Q3365000
Q3376352,Q3365000
Q3376462,Q3365000
Q3376487,Q3365000
Q3376551,Q3365000
Q3376552,Q3365000
Q3376577,Q3365000
Q3376644,Q3365000
Q3376776,Q3365000
Q3376846,Q3365000
Q3376880,Q3365000
Q3376911,Q3365000
Q3376926,Q3365000
Q3376951,Q3365000
Q3377107,Q3365000
Q3377195,Q3365000
Q3377254,Q3365000
Q3377290,Q3365000
Q3377359,Q3365000
Q3377378,Q3365000
Q3377524,Q3365000
Q3377664,Q3365000
Q3377704,Q3365000
Q3377729,Q3365000
Q3377776,Q3365000
Q3377801,Q3365000
Q3377964,Q3365000
Q3378015,Q3365000
Q3378025,Q3365000
Q3378044,Q3365000
Q3378237,Q3365000
Q3378420,Q3365000
Q3378477,Q3365000
Q3378512,Q3365000
Q3378628,Q3365000
Q3378639,Q3365000
Q3378762,Q3365000
Q3378796,Q3365000
Q3378820,Q3365000
Q3378925,Q3365000
Q3378929,Q3365000
Q3378974,Q3365000
Q3379044,Q3365000
Q3379086,Q3365000
Q3379117,Q3365000
Q3379138,Q3365000
Q3379253,Q3365000
Q3379295,Q3365000
Q3379366,Q3365000
Q3379368,Q3365000
Q3379383,Q3365000
Q3379390,Q3365000
Q3379601,Q3365000
Q3379729,Q3365000
Q3379736,Q3365000
Q3379767,Q3365000
Q3380049,Q3365000
Q3380051,Q3365000
Q3380078,Q3365000
Q3380132,Q3365000
Q3380213,Q3365000
Q3380378,Q3365000
Q3380408,Q3365000
Q3380471,Q3365000
Q3380488,Q3365000
Q3380501,Q3365000
Q3380554,Q3365000
Q3380555,Q3365000
Q3380646,Q3365000
Q3380772,Q3365000
Q3380848,Q3365000
Q3380881,Q3365000
Q3380932,Q3365000
Q3380948,Q3365000
Q3381182,Q3365000
Q3381215,Q3365000
Q3381337,Q3365000
Q3381438,Q3365000
Q3381639,Q3365000
Q3381799,Q3365000
Q3381937,Q3365000
Q3381951,Q3365000
Q3382050,Q3365000
Q3382052,Q3365000
Q3382084,Q3365000
Q3382189,Q3365000
Q3382277,Q3365000
Q3382351,Q3365000
Q3382543,Q3365000
Q3382549,Q3365000
Q3382659,Q3365000
Q3382668,Q3365000
Q3382813,Q3365000
Q3382881,Q3365000
Q3382937,Q3365000
Q3382946,Q3365000
Q3383013,Q3365000
Q3383030,Q3365000
Q3383112,Q3365000
Q3383261,Q3365000
Q3383348,Q3365000
Q3383392,Q3365000
Q3383595,Q3365000
Q3383605,Q3365000
Q3383667,Q3365000
Q3383771,Q3365000
Q3383858,Q3365000
Q3383886,Q3365000
Q3383906,Q3365000
Q3384200,Q3365000
Q3384237,Q3365000
Q3384387,Q3365000
Q3384394,Q3365000
Q3384500,Q3365000
Q3384680,Q3365000
Q3384694,Q3365000
Q3384721,Q3365000
Q3384860,Q3365000
Q3384862,Q3365000
Q3384911,Q3365000
Q3385090,Q3365000
Q3385211,Q3365000
Q3385221,Q3365000
Q3385304,Q3365000
Q3385431,Q3365000
